,in.geometry_floor_area,in.heating_fuel,in.insulation_wall,in.heating_setpoint,in.representative_income,in.infiltration,in.duct_leakage_and_insulation,in.hvac_heating_type,in.tenure,in.vintage,in.cooling_setpoint,bldg_id,in.geometry_foundation_type,in.hvac_heating_efficiency,in.occupants,in.refrigerator,in.water_heater_efficiency,in.bedrooms,in.window_areas,in.windows,out.site_energy.total.energy_consumption.kwh,in.geometry_building_type_recs,in.geometry_stories,in.geometry_building_number_units_mf,in.vintage_acs,in.hvac_cooling_type,in.geometry_wall_type,in.roof_material,in.geometry_garage,in.geometry_attic_type
529,750-999,Electricity,"Brick, 12-in, 3-wythe, R-7",72F,4187,10 ACH50,,Non-Ducted Heating,Renter,1970s,72F,481789,Unheated Basement,"Electric Baseboard, 100% Efficiency",2,EF 19.9,Electric Premium,2,F15 B15 L15 R15,"Double, Clear, Non-metal, Air",11207.6238655261,Multi-Family with 5+ Units,2,8.0,1960-79,Room AC,Brick,"Asphalt Shingles, Medium",,
530,750-999,Electricity,"Wood Stud, Uninsulated",70F,16639,25 ACH50,,Non-Ducted Heating,Renter,<1940,80F,482042,Unheated Basement,"Electric Baseboard, 100% Efficiency",1,EF 19.9,Natural Gas Standard,1,F18 B18 L18 R18,"Double, Low-E, Non-metal, Air, M-Gain",20576.8129078618,Multi-Family with 5+ Units,4,6.0,<1940,Room AC,Wood Frame,"Asphalt Shingles, Medium",,
531,2000-2499,Natural Gas,"Wood Stud, Uninsulated",68F,30944,40 ACH50,"20% Leakage to Outside, Uninsulated",Ducted Heating,Owner,1940s,70F,482817,Unheated Basement,"Fuel Furnace, 80% AFUE",3,EF 19.9,Natural Gas Standard,3,F12 B12 L12 R12,"Single, Clear, Non-metal",83411.5434238565,Single-Family Detached,1,,1940-59,Central AC,Wood Frame,"Asphalt Shingles, Medium",,Vented Attic
532,750-999,Natural Gas,"Wood Stud, R-7",72F,12655,10 ACH50,"0% Leakage to Outside, Uninsulated",Ducted Heating,Renter,1970s,72F,483031,Heated Basement,"Fuel Furnace, 92.5% AFUE",2,EF 17.6,Natural Gas Standard,2,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain",30010.4775856355,Single-Family Detached,1,,1960-79,Central AC,Wood Frame,"Metal, Dark",1 Car,Unvented Attic
533,2000-2499,Fuel Oil,"Wood Stud, R-11",72F,74877,15 ACH50,"10% Leakage to Outside, R-4",Ducted Heating,Owner,1980s,70F,484254,Slab,"Fuel Furnace, 92.5% AFUE",2,EF 15.9,Fuel Oil Premium,4,F12 B12 L12 R12,"Double, Clear, Non-metal, Air, Exterior Clear Storm",43231.4997032448,Single-Family Detached,1,,1980-99,Room AC,Wood Frame,Composition Shingles,2 Car,
534,500-749,Natural Gas,"Wood Stud, Uninsulated",60F,31921,15 ACH50,,Non-Ducted Heating,Owner,1940s,75F,484554,Heated Basement,"Fuel Boiler, 80% AFUE",2,EF 19.9,Natural Gas Standard,2,F9 B9 L9 R9,"Double, Clear, Metal, Air",23327.2849014282,Single-Family Detached,1,,1940-59,Room AC,Wood Frame,"Asphalt Shingles, Medium",,
535,1500-1999,Electricity,"Wood Stud, Uninsulated",70F,54023,20 ACH50,"0% Leakage to Outside, Uninsulated",Ducted Heating,Owner,1960s,70F,484958,Vented Crawlspace,"Electric Furnace, 100% AFUE",1,EF 19.9,Electric Standard,1,F9 B9 L9 R9,"Double, Clear, Metal, Air",33393.9830907738,Multi-Family with 2 - 4 Units,2,4.0,1960-79,Central AC,Wood Frame,Wood Shingles,,
536,1500-1999,Fuel Oil,"Wood Stud, Uninsulated",72F,22473,30 ACH50,"0% Leakage to Outside, Uninsulated",Ducted Heating,Owner,1950s,72F,485056,Heated Basement,"Fuel Furnace, 80% AFUE",2,EF 19.9,FIXME Fuel Oil Indirect,3,F30 B30 L30 R30,"Double, Low-E, Non-metal, Air, M-Gain",72850.1412680601,Single-Family Detached,2,,1940-59,Room AC,Wood Frame,Composition Shingles,1 Car,
537,500-749,Electricity,"Brick, 12-in, 3-wythe, Uninsulated",72F,22223,50 ACH50,,Non-Ducted Heating,Renter,1960s,60F,485674,Slab,Shared Heating,1,EF 19.9,Electric Standard,1,F9 B9 L9 R9,"Double, Clear, Non-metal, Air",20908.5693592968,Multi-Family with 5+ Units,3,8.0,1960-79,Room AC,Brick,"Asphalt Shingles, Medium",,
538,1500-1999,Propane,"Wood Stud, Uninsulated",67F,92315,15 ACH50,"10% Leakage to Outside, Uninsulated",Ducted Heating,Owner,1950s,72F,486509,Unheated Basement,"Fuel Furnace, 80% AFUE",3,EF 19.9,Electric Standard,3,F9 B9 L9 R9,"Double, Clear, Metal, Air",68736.0095849824,Single-Family Detached,2,,1940-59,,Wood Frame,Composition Shingles,1 Car,Vented Attic
539,3000-3999,Fuel Oil,"Wood Stud, Uninsulated",75F,64915,15 ACH50,"30% Leakage to Outside, Uninsulated",Ducted Heating,Owner,1960s,75F,487330,Vented Crawlspace,"Fuel Furnace, 80% AFUE",5,EF 19.9,Electric Standard,4,F18 B18 L18 R18,"Double, Low-E, Non-metal, Air, M-Gain",131930.045233008,Single-Family Detached,1,,1960-79,Central AC,Wood Frame,Composition Shingles,2 Car,Vented Attic
540,750-999,Fuel Oil,"Wood Stud, Uninsulated",70F,280058,15 ACH50,,Non-Ducted Heating,Owner,<1940,75F,487596,Heated Basement,"Fuel Boiler, 90% AFUE",2,EF 21.9,Electric Standard,3,F12 B12 L12 R12,"Double, Low-E, Non-metal, Air, M-Gain",26029.6932394862,Single-Family Detached,1,,<1940,Room AC,Wood Frame,Composition Shingles,,Vented Attic
541,1500-1999,Fuel Oil,"Wood Stud, R-11",75F,64828,15 ACH50,"20% Leakage to Outside, R-4",Non-Ducted Heating,Owner,1990s,75F,487958,Slab,"Fuel Boiler, 80% AFUE",4,EF 6.7,Propane Standard,4,F15 B15 L15 R15,"Single, Clear, Non-metal, Exterior Clear Storm",54135.7950111427,Single-Family Detached,1,,1980-99,Central AC,Wood Frame,Composition Shingles,2 Car,Vented Attic
542,1500-1999,Natural Gas,"Wood Stud, Uninsulated",70F,92315,15 ACH50,"0% Leakage to Outside, Uninsulated",Ducted Heating,Owner,1950s,72F,488479,Heated Basement,"Fuel Furnace, 76% AFUE",3,EF 19.9,Electric Standard,4,F18 B18 L18 R18,"Double, Low-E, Non-metal, Air, M-Gain",48206.3811194183,Single-Family Detached,1,,1940-59,Central AC,Wood Frame,"Metal, Dark",1 Car,Vented Attic
543,500-749,Natural Gas,"Wood Stud, Uninsulated",55F,0,15 ACH50,,Ducted Heating,Not Available,<1940,80F,489708,Unheated Basement,Shared Heating,0,EF 15.9,Natural Gas Standard,1,F12 B12 L12 R12,"Double, Low-E, Non-metal, Air, M-Gain",8631.23608764211,Multi-Family with 2 - 4 Units,2,2.0,<1940,Room AC,Wood Frame,"Tile, Clay or Ceramic",,
544,1000-1499,Natural Gas,"Wood Stud, Uninsulated",65F,108692,20 ACH50,,Non-Ducted Heating,Owner,<1940,67F,491613,Heated Basement,"Fuel Boiler, 76% AFUE",2,EF 17.6,Natural Gas Standard,3,F9 B9 L9 R9,"Double, Clear, Non-metal, Air, Exterior Clear Storm",42535.4559115858,Single-Family Detached,2,,<1940,Room AC,Wood Frame,Composition Shingles,,
545,1000-1499,Natural Gas,"Wood Stud, Uninsulated",76F,108692,50 ACH50,,Non-Ducted Heating,Renter,1950s,75F,491645,Heated Basement,"Fuel Wall/Floor Furnace, 60% AFUE",2,EF 19.9,Natural Gas Standard,2,F9 B9 L9 R9,"Double, Clear, Non-metal, Air",107972.364459639,Single-Family Detached,2,,1940-59,Room AC,Wood Frame,"Metal, Dark",,Vented Attic
546,500-749,Natural Gas,"Wood Stud, R-11",68F,55104,15 ACH50,"0% Leakage to Outside, Uninsulated",Ducted Heating,Owner,1980s,70F,492145,Ambient,"Fuel Furnace, 92.5% AFUE",2,EF 17.6,Natural Gas Standard,1,F30 B30 L30 R30,"Single, Clear, Non-metal",18619.9773723219,Mobile Home,1,,1980-99,Central AC,Wood Frame,Composition Shingles,,
547,500-749,Natural Gas,"Wood Stud, Uninsulated",70F,74909,10 ACH50,"10% Leakage to Outside, Uninsulated",Ducted Heating,Owner,<1940,75F,492457,Unheated Basement,"Fuel Furnace, 80% AFUE",3,EF 21.9,Natural Gas Premium,2,F6 B6 L6 R6,"Single, Clear, Non-metal",31899.3206328955,Single-Family Detached,2,,<1940,Room AC,Wood Frame,Composition Shingles,,
548,1000-1499,Fuel Oil,"Wood Stud, Uninsulated",68F,149501,30 ACH50,"10% Leakage to Outside, Uninsulated",Ducted Heating,Owner,1940s,68F,494137,Unheated Basement,"Fuel Furnace, 76% AFUE",3,EF 19.9,Electric Standard,3,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain",52365.3526762323,Single-Family Detached,1,,1940-59,,Wood Frame,Composition Shingles,1 Car,Vented Attic
549,1000-1499,Other Fuel,"Wood Stud, R-7",72F,34359,40 ACH50,,Non-Ducted Heating,Renter,1970s,72F,494567,Ambient,"Fuel Wall/Floor Furnace, 60% AFUE",2,EF 17.6,Electric Standard,3,F12 B12 L12 R12,"Double, Clear, Metal, Air",4193.8470141645,Mobile Home,1,,1960-79,Room AC,Wood Frame,"Metal, Dark",,
550,1500-1999,Other Fuel,"Wood Stud, R-19",72F,108692,10 ACH50,,Non-Ducted Heating,Owner,2000s,72F,494774,Heated Basement,"Fuel Wall/Floor Furnace, 60% AFUE",2,EF 19.9,Electric Standard,3,F15 B15 L15 R15,"Double, Clear, Non-metal, Air",11328.6622175072,Single-Family Detached,2,,2000-09,,Wood Frame,Wood Shingles,2 Car,Vented Attic
551,500-749,Other Fuel,"Wood Stud, Uninsulated",55F,0,20 ACH50,,Non-Ducted Heating,Not Available,<1940,70F,495902,Heated Basement,"Fuel Wall/Floor Furnace, 60% AFUE",0,EF 19.9,Fuel Oil Standard,2,F9 B9 L9 R9,"Double, Clear, Non-metal, Air",2050.03213585469,Single-Family Detached,1,,<1940,Room AC,Wood Frame,Composition Shingles,1 Car,Vented Attic
552,2000-2499,Natural Gas,"Wood Stud, Uninsulated",75F,63747,20 ACH50,,Non-Ducted Heating,Owner,<1940,70F,496089,Heated Basement,"Fuel Boiler, 80% AFUE",2,EF 19.9,Natural Gas Standard,4,F30 B30 L30 R30,"Double, Low-E, Non-metal, Air, M-Gain",78284.5581222636,Single-Family Detached,2,,<1940,Room AC,Wood Frame,Composition Shingles,,Unvented Attic
553,1000-1499,Natural Gas,"Brick, 12-in, 3-wythe, Uninsulated",75F,27012,30 ACH50,,Non-Ducted Heating,Renter,<1940,70F,496447,Unheated Basement,Shared Heating,1,EF 17.6,Natural Gas Standard,2,F15 B15 L15 R15,"Double, Clear, Non-metal, Air, Exterior Clear Storm",41267.3373909506,Multi-Family with 2 - 4 Units,4,4.0,<1940,Room AC,Brick,Composition Shingles,,
554,2000-2499,Propane,"Wood Stud, R-19",70F,128683,4 ACH50,"0% Leakage to Outside, Uninsulated",Ducted Heating,Owner,2000s,76F,499272,Heated Basement,"Fuel Furnace, 80% AFUE",6,EF 19.9,Electric Tankless,4,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain",37115.985681961,Single-Family Detached,2,,2000-09,Central AC,Wood Frame,"Asphalt Shingles, Medium",2 Car,Vented Attic
555,2000-2499,Other Fuel,"Wood Stud, Uninsulated",68F,54746,20 ACH50,,Non-Ducted Heating,Owner,1950s,70F,501689,Heated Basement,"Fuel Wall/Floor Furnace, 60% AFUE",3,EF 19.9,Electric Standard,4,F9 B9 L9 R9,"Double, Clear, Non-metal, Air",9868.58214590923,Single-Family Detached,1,,1940-59,Room AC,Wood Frame,"Metal, Dark",,Vented Attic
556,1000-1499,Natural Gas,"Wood Stud, R-11",55F,0,10 ACH50,"20% Leakage to Outside, Uninsulated",Ducted Heating,Not Available,1990s,72F,501868,Vented Crawlspace,"Fuel Furnace, 92.5% AFUE",0,EF 21.9,Natural Gas Premium,3,F9 B9 L9 R9,"Double, Clear, Non-metal, Air",9194.8117555833,Single-Family Detached,1,,1980-99,,Wood Frame,"Asphalt Shingles, Medium",,Vented Attic
557,2500-2999,Fuel Oil,"Wood Stud, Uninsulated",68F,89096,30 ACH50,"20% Leakage to Outside, Uninsulated",Ducted Heating,Owner,<1940,65F,505994,Unheated Basement,"Fuel Furnace, 80% AFUE",2,EF 19.9,Electric Tankless,4,F18 B18 L18 R18,"Double, Clear, Non-metal, Air",89986.2998121001,Single-Family Detached,2,,<1940,Room AC,Wood Frame,"Asphalt Shingles, Medium",,Vented Attic
558,1000-1499,Other Fuel,"Wood Stud, R-7",70F,11140,15 ACH50,,Non-Ducted Heating,Renter,1970s,75F,506590,Unheated Basement,"Fuel Wall/Floor Furnace, 60% AFUE",1,,Fuel Oil Premium,3,F6 B6 L6 R6,"Double, Clear, Non-metal, Air",7807.12023831782,Single-Family Detached,1,,1960-79,Room AC,Wood Frame,"Asphalt Shingles, Medium",1 Car,Vented Attic
559,1500-1999,Other Fuel,"Wood Stud, Uninsulated",72F,107345,15 ACH50,,Non-Ducted Heating,Owner,<1940,70F,507329,Unheated Basement,"Fuel Wall/Floor Furnace, 60% AFUE",1,EF 19.9,Electric Premium,3,F15 B15 L15 R15,"Double, Low-E, Non-metal, Air, M-Gain",8596.06755922145,Single-Family Detached,2,,<1940,Room AC,Wood Frame,Composition Shingles,1 Car,Unvented Attic
560,500-749,Propane,"Wood Stud, R-7",68F,12566,25 ACH50,"0% Leakage to Outside, Uninsulated",Ducted Heating,Renter,1970s,70F,508436,Ambient,"Fuel Furnace, 92.5% AFUE",4,EF 17.6,Electric Standard,2,F6 B6 L6 R6,"Single, Clear, Non-metal",25487.5117596676,Mobile Home,1,,1960-79,Room AC,Wood Frame,Wood Shingles,,
561,0-499,Natural Gas,"Brick, 12-in, 3-wythe, Uninsulated",68F,16639,40 ACH50,,Ducted Heating,Renter,1960s,70F,509639,Unheated Basement,Shared Heating,1,EF 17.6,Natural Gas Standard,1,F12 B12 L12 R12,"Single, Clear, Metal, Exterior Clear Storm",14431.6987084907,Multi-Family with 5+ Units,3,5.0,1960-79,Room AC,Brick,"Asphalt Shingles, Medium",,
562,2000-2499,Fuel Oil,"Wood Stud, Uninsulated",70F,280058,25 ACH50,,Non-Ducted Heating,Owner,<1940,68F,509767,Slab,"Fuel Boiler, 80% AFUE",2,EF 21.9,Fuel Oil Standard,5,F9 B9 L9 R9,"Single, Clear, Non-metal, Exterior Clear Storm",66316.4148296406,Single-Family Detached,2,,<1940,Room AC,Wood Frame,Composition Shingles,1 Car,Finished Attic or Cathedral Ceilings
563,2500-2999,Natural Gas,"Wood Stud, Uninsulated",65F,129243,20 ACH50,"0% Leakage to Outside, Uninsulated",Ducted Heating,Owner,1950s,72F,511450,Heated Basement,"Fuel Furnace, 92.5% AFUE",3,EF 17.6,Electric Premium,3,F9 B9 L9 R9,"Double, Clear, Non-metal, Air",65718.8429175594,Single-Family Detached,1,,1940-59,Room AC,Wood Frame,Composition Shingles,2 Car,
564,1000-1499,Electricity,"Wood Stud, R-7",55F,0,15 ACH50,,Non-Ducted Heating,Not Available,1970s,75F,511936,Unheated Basement,"Electric Baseboard, 100% Efficiency",0,EF 17.6,Electric Standard,3,F12 B12 L12 R12,"Double, Low-E, Non-metal, Air, M-Gain",10066.4051182754,Single-Family Detached,1,,1960-79,Room AC,Wood Frame,"Asphalt Shingles, Medium",1 Car,Vented Attic
565,750-999,Electricity,"Brick, 12-in, 3-wythe, Uninsulated",72F,16639,20 ACH50,,Non-Ducted Heating,Renter,<1940,76F,512197,Slab,"Electric Baseboard, 100% Efficiency",1,EF 17.6,Natural Gas Tankless,1,F12 B12 L12 R12,"Double, Clear, Non-metal, Air, Exterior Clear Storm",8987.02436683119,Multi-Family with 5+ Units,4,11.0,<1940,Room AC,Brick,"Asphalt Shingles, Medium",,
566,500-749,Electricity,"Wood Stud, Uninsulated",55F,0,6 ACH50,,Non-Ducted Heating,Not Available,<1940,80F,514888,Unheated Basement,"Electric Baseboard, 100% Efficiency",0,EF 17.6,Natural Gas Standard,4,F9 B9 L9 R9,"Single, Clear, Non-metal",7370.15127269104,Multi-Family with 2 - 4 Units,3,3.0,<1940,Room AC,Wood Frame,Composition Shingles,,
567,0-499,Electricity,"Wood Stud, Uninsulated",78F,16639,20 ACH50,,Non-Ducted Heating,Renter,1960s,70F,515178,Unheated Basement,Shared Heating,1,EF 19.9,Electric Standard,1,F15 B15 L15 R15,"Double, Low-E, Non-metal, Air, M-Gain",10941.8084048799,Multi-Family with 5+ Units,2,10.0,1960-79,Room AC,Wood Frame,"Asphalt Shingles, Medium",,
568,750-999,Other Fuel,"Wood Stud, Uninsulated",55F,0,40 ACH50,,Non-Ducted Heating,Not Available,1950s,78F,516356,Unheated Basement,"Fuel Boiler, 76% AFUE",0,EF 17.6,Fuel Oil Standard,3,F15 B15 L15 R15,"Double, Clear, Non-metal, Air",2088.42444604725,Single-Family Detached,1,,1940-59,Room AC,Wood Frame,Composition Shingles,1 Car,
569,3000-3999,Propane,"Wood Stud, Uninsulated",67F,47457,3 ACH50,"20% Leakage to Outside, Uninsulated",Non-Ducted Heating,Owner,<1940,72F,518581,Unheated Basement,"Fuel Boiler, 80% AFUE",1,EF 17.6,Electric Standard,3,F12 B12 L12 R12,"Double, Clear, Metal, Air, Exterior Clear Storm",50730.0161046713,Single-Family Detached,2,,<1940,Central AC,Wood Frame,Composition Shingles,,
570,1000-1499,Natural Gas,"Wood Stud, R-7",72F,68718,15 ACH50,,Non-Ducted Heating,Owner,1970s,62F,519907,Unheated Basement,"Fuel Wall/Floor Furnace, 60% AFUE",2,EF 17.6,Natural Gas Standard,3,F12 B12 L12 R12,"Double, Low-E, Non-metal, Air, M-Gain",40521.7645884324,Single-Family Detached,1,,1960-79,Room AC,Wood Frame,"Tile, Clay or Ceramic",1 Car,
571,2500-2999,Fuel Oil,"Wood Stud, Uninsulated",75F,92315,15 ACH50,"20% Leakage to Outside, Uninsulated",Ducted Heating,Owner,<1940,70F,519967,Vented Crawlspace,"Fuel Furnace, 80% AFUE",3,EF 19.9,Fuel Oil Standard,2,F6 B6 L6 R6,"Single, Clear, Non-metal",114752.270597003,Single-Family Detached,2,,<1940,Room AC,Wood Frame,Composition Shingles,,Vented Attic
572,3000-3999,Natural Gas,"Wood Stud, Uninsulated",72F,18566,10 ACH50,"20% Leakage to Outside, Uninsulated",Non-Ducted Heating,Owner,<1940,60F,521360,Vented Crawlspace,"Fuel Wall/Floor Furnace, 60% AFUE",2,EF 19.9,Natural Gas Standard,3,F18 B18 L18 R18,"Single, Clear, Non-metal, Exterior Clear Storm",89792.8729057864,Single-Family Detached,2,,<1940,Central AC,Wood Frame,"Asphalt Shingles, Medium",,Vented Attic
573,1000-1499,Other Fuel,"Wood Stud, Uninsulated",68F,108692,10 ACH50,,Non-Ducted Heating,Owner,1940s,70F,521590,Heated Basement,"Fuel Wall/Floor Furnace, 60% AFUE",2,EF 15.9,Fuel Oil Standard,2,F18 B18 L18 R18,"Double, Clear, Metal, Air",8941.89142202467,Single-Family Detached,1,,1940-59,Room AC,Wood Frame,Wood Shingles,,
574,4000+,Propane,"Wood Stud, R-11",75F,108692,2 ACH50,"10% Leakage to Outside, R-6",Ducted Heating,Owner,2000s,72F,521901,Unheated Basement,"Fuel Furnace, 80% AFUE",2,EF 15.9,Propane Standard,5,F12 B12 L12 R12,"Double, Low-E, Non-metal, Air, M-Gain",69553.9709418331,Single-Family Detached,1,,2000-09,Central AC,Wood Frame,Composition Shingles,2 Car,
575,1500-1999,Electricity,"Wood Stud, R-11",72F,4187,20 ACH50,,Non-Ducted Heating,Owner,1980s,60F,525319,Heated Basement,"Electric Baseboard, 100% Efficiency",2,EF 17.6,Electric Standard,2,F6 B6 L6 R6,"Double, Clear, Metal, Air",29475.6228825712,Single-Family Detached,1,,1980-99,Room AC,Wood Frame,Composition Shingles,2 Car,
576,2500-2999,Propane,"Wood Stud, R-19",70F,32414,6 ACH50,"20% Leakage to Outside, R-8",Ducted Heating,Renter,2000s,75F,526595,Slab,"Fuel Furnace, 92.5% AFUE",5,EF 6.7,Propane Standard,4,F9 B9 L9 R9,"Double, Clear, Non-metal, Air",48956.0569169188,Single-Family Detached,2,,2000-09,Central AC,Wood Frame,"Metal, Dark",2 Car,Vented Attic
577,1500-1999,Natural Gas,"Brick, 12-in, 3-wythe, Uninsulated",68F,297129,15 ACH50,,Non-Ducted Heating,Owner,1950s,75F,528903,Slab,Shared Heating,1,EF 19.9,Natural Gas Premium,2,F12 B12 L12 R12,"Double, Clear, Metal, Air",42211.9054501156,Multi-Family with 2 - 4 Units,2,2.0,1940-59,Room AC,Brick,"Asphalt Shingles, Medium",,
578,500-749,Natural Gas,"Wood Stud, Uninsulated",55F,0,20 ACH50,"0% Leakage to Outside, Uninsulated",Ducted Heating,Not Available,1950s,72F,530954,Heated Basement,"Fuel Furnace, 92.5% AFUE",0,EF 19.9,Natural Gas Premium,1,F12 B12 L12 R12,"Double, Clear, Non-metal, Air",9543.27325801807,Single-Family Detached,1,,1940-59,Room AC,Wood Frame,"Metal, Dark",,Vented Attic
579,0-499,Natural Gas,"Wood Stud, Uninsulated",80F,4849,40 ACH50,,Non-Ducted Heating,Renter,<1940,78F,531533,Unheated Basement,Shared Heating,1,EF 17.6,Natural Gas Standard,1,F12 B12 L12 R12,"Single, Clear, Metal",16228.2243686464,Multi-Family with 5+ Units,1,8.0,<1940,Room AC,Wood Frame,"Asphalt Shingles, Medium",,
580,500-749,Natural Gas,"Brick, 12-in, 3-wythe, Uninsulated",72F,4849,15 ACH50,,Non-Ducted Heating,Renter,1950s,68F,531859,Unheated Basement,"Fuel Wall/Floor Furnace, 60% AFUE",1,EF 19.9,Electric Standard,1,F18 B18 L18 R18,"Double, Clear, Metal, Air",24620.314463028,Multi-Family with 5+ Units,3,6.0,1940-59,Room AC,Brick,"Asphalt Shingles, Medium",,
581,2000-2499,Fuel Oil,"Wood Stud, Uninsulated",55F,0,15 ACH50,,Non-Ducted Heating,Not Available,1960s,67F,531961,Vented Crawlspace,"Fuel Boiler, 80% AFUE",0,EF 17.6,Electric Standard,4,F9 B9 L9 R9,"Double, Clear, Non-metal, Air",33609.0972562802,Single-Family Detached,2,,1960-79,Room AC,Wood Frame,Composition Shingles,2 Car,
582,1000-1499,Natural Gas,"Wood Stud, Uninsulated",68F,32204,15 ACH50,"20% Leakage to Outside, Uninsulated",Ducted Heating,Owner,1960s,68F,532293,Unheated Basement,"Fuel Furnace, 80% AFUE",1,EF 15.9,Natural Gas Premium,3,F6 B6 L6 R6,"Double, Low-E, Non-metal, Air, M-Gain",41234.5134310913,Single-Family Detached,1,,1960-79,Central AC,Wood Frame,Composition Shingles,,Vented Attic
583,2000-2499,Natural Gas,"Wood Stud, Uninsulated",70F,92315,25 ACH50,,Non-Ducted Heating,Owner,1950s,60F,533465,Vented Crawlspace,"Fuel Wall/Floor Furnace, 68% AFUE",3,EF 17.6,Electric Standard,4,F12 B12 L12 R12,"Single, Clear, Non-metal, Exterior Clear Storm",86179.8927527033,Single-Family Detached,2,,1940-59,Room AC,Wood Frame,"Asphalt Shingles, Medium",1 Car,
584,750-999,Natural Gas,"Wood Stud, Uninsulated",55F,0,8 ACH50,"20% Leakage to Outside, Uninsulated",Ducted Heating,Not Available,1950s,75F,534517,Unheated Basement,"Fuel Furnace, 80% AFUE",0,EF 21.9,Natural Gas Premium,2,F12 B12 L12 R12,"Single, Clear, Non-metal, Exterior Clear Storm",14678.1714785055,Single-Family Detached,1,,1940-59,,Wood Frame,Composition Shingles,,
585,2500-2999,Propane,"Wood Stud, Uninsulated",70F,4849,10 ACH50,"0% Leakage to Outside, Uninsulated",Ducted Heating,Owner,1950s,75F,534546,Heated Basement,"Fuel Furnace, 80% AFUE",1,EF 19.9,Electric Standard,3,F6 B6 L6 R6,"Double, Clear, Metal, Air",66304.9850579039,Single-Family Detached,2,,1940-59,Central AC,Wood Frame,Composition Shingles,1 Car,
586,1500-1999,Natural Gas,"Brick, 12-in, 3-wythe, Uninsulated",68F,54023,15 ACH50,,Non-Ducted Heating,Renter,<1940,70F,534907,Vented Crawlspace,"Fuel Wall/Floor Furnace, 68% AFUE",1,EF 10.2,Natural Gas Tankless,2,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain",47597.3794356004,Single-Family Detached,2,,<1940,,Brick,"Asphalt Shingles, Medium",,
587,1500-1999,Natural Gas,"Wood Stud, Uninsulated",68F,27012,30 ACH50,,Non-Ducted Heating,Owner,1940s,75F,535075,Unheated Basement,"Fuel Wall/Floor Furnace, 68% AFUE",1,EF 17.6,Natural Gas Standard,2,F12 B12 L12 R12,"Double, Low-E, Non-metal, Air, M-Gain",75795.5055232909,Single-Family Detached,2,,1940-59,Room AC,Wood Frame,"Asphalt Shingles, Medium",,Vented Attic
588,4000+,Natural Gas,"Wood Stud, Uninsulated",70F,16639,6 ACH50,,Non-Ducted Heating,Owner,<1940,80F,535617,Heated Basement,"Fuel Boiler, 80% AFUE",1,EF 19.9,Natural Gas Standard,5,F9 B9 L9 R9,"Single, Clear, Metal",52606.2570959138,Single-Family Attached,1,,<1940,Room AC,Wood Frame,"Asphalt Shingles, Medium",,Vented Attic
589,750-999,Electricity,"Wood Stud, R-19",70F,22473,8 ACH50,,Non-Ducted Heating,Renter,2000s,70F,536034,Unheated Basement,"Electric Baseboard, 100% Efficiency",2,EF 19.9,Natural Gas Standard,2,F9 B9 L9 R9,"Double, Clear, Metal, Air",11941.4738252373,Multi-Family with 5+ Units,1,30.0,2000-09,Room AC,Wood Frame,"Asphalt Shingles, Medium",,
590,750-999,Electricity,"Brick, 12-in, 3-wythe, R-7",70F,87842,20 ACH50,,Non-Ducted Heating,Renter,1970s,68F,536694,Vented Crawlspace,"Electric Baseboard, 100% Efficiency",1,EF 17.6,Electric Standard,1,F30 B30 L30 R30,"Double, Clear, Metal, Air",15279.5533144989,Multi-Family with 5+ Units,2,18.0,1960-79,Room AC,Brick,"Asphalt Shingles, Medium",,
591,750-999,Natural Gas,"Wood Stud, Uninsulated",55F,0,20 ACH50,"0% Leakage to Outside, Uninsulated",Ducted Heating,Not Available,<1940,70F,538157,Heated Basement,"Fuel Furnace, 80% AFUE",0,EF 10.2,Electric Tankless,2,F9 B9 L9 R9,"Single, Clear, Non-metal",19692.9105602224,Single-Family Detached,1,,<1940,Central AC,Wood Frame,Composition Shingles,,Vented Attic
